,Player,Career Length,GP,PPG,APG,RPG,FG%,3P%,FT%,PER,Winshares
2665,Chuck Lloyd,0,14,4.7,0.4,1.8,45.1,-,66.7,17.4,0.2
2666,Earl Lloyd,9,560,8.4,1.4,6.4,35.6,-1,75.0,10.7,19.1
2667,Lewis Lloyd,8,388,13.2,2.9,3.1,52.4,21.3,77.1,16.4,19.8
2668,Scott Lloyd,6,372,4.6,1.0,3.0,42.5,28.6,71.8,8.5,2.5
2669,Riney Lochmann,2,170,4.3,0.8,2.7,40.5,31.3,60.6,9.5,0.6
2670,Bob Lochmueller,0,62,3.7,0.8,2.6,32.2,-1,60.7,9.0,0.5
2671,Rob Lock,0,20,1.5,0.2,1.6,28.1,-,80.0,5.3,-0.2
2672,Darrell Lockhart,0,2,2.0,0.0,1.5,100.0,-,-,1.6,0.0
2673,Ian Lockhart,0,1,4.0,0.0,0.0,100.0,-,100.0,76.3,0.0
2674,Kevin Loder,2,148,5.9,1.2,2.3,46.1,26.1,69.5,11.9,2.4
2675,Don Lofgran,3,209,6.1,1.0,3.9,32.9,-1,69.2,11.7,3.0
2676,Zach Lofton,0,1,0.0,0.0,0.0,0.0,0.0,-,-10.0,0.0
2677,Henry Logan,1,108,11.6,2.3,3.5,46.6,14.3,70.5,13.7,5.6
2678,John Logan,4,258,12.4,3.0,4.5,31.2,-1,76.7,-,27.8
2679,Brad Lohaus,10,656,5.9,1.1,2.8,44.0,36.1,73.3,12.3,15.2
2680,Art Long,2,98,3.5,0.5,3.3,45.8,66.7,48.5,9.7,0.9
2681,Grant Long,14,1003,9.5,1.7,6.1,46.7,28.3,76.1,13.3,60.1
2682,John Long,18,893,13.6,1.9,2.8,46.7,32.2,86.2,14.2,32.0
2683,Paul Long,3,80,3.9,0.8,0.8,42.9,-,76.5,14.7,0.8
2684,Shawn Long,0,18,8.2,0.7,4.7,56.0,36.8,54.3,24.1,0.9
2685,Willie Long,2,213,11.4,1.0,6.0,42.1,0.0,77.4,12.9,6.9
2686,Luc Longley,9,567,7.2,1.5,4.9,46.2,0.0,76.0,11.8,17.5
2687,Kevon Looney,6,367,4.7,1.4,4.8,56.7,17.2,60.6,14.8,20.4
2688,Brook Lopez,13,868,16.4,1.4,6.2,49.4,34.1,79.6,19.2,71.5
2689,Felipe López,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2690,Raül López,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2691,Robin Lopez,13,939,8.7,0.8,4.9,53.6,29.4,74.2,15.9,49.0
2692,Ryan Lorthridge,0,37,7.4,2.7,1.9,47.5,21.4,64.8,12.9,0.4
2693,Jim Loscutoff,8,511,6.2,0.7,5.6,34.5,-1,65.3,8.3,3.4
2694,Plummer Lott,1,67,2.2,0.6,1.8,29.4,-1,58.3,4.1,-1.3
2695,Kevin Loughery,10,755,15.3,3.7,3.0,41.3,-1,80.3,13.7,29.8
2696,Didi Louzada,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2697,Bob Love,10,789,17.6,1.4,5.9,42.9,-1,80.5,14.9,50.4
2698,Kevin Love,13,812,17.6,2.4,10.7,44.1,37.3,82.9,21.3,88.6
2699,Stan Love,3,239,6.6,0.8,3.9,44.0,-,75.1,13.2,5.6
2700,Clyde Lovellette,10,704,17.0,1.6,9.5,44.3,-1,75.7,21.7,70.6
2701,Sidney Lowe,6,193,2.9,3.9,1.7,36.7,13.3,76.4,10.4,3.9
2702,Charlie Lowery,0,20,2.3,0.7,1.0,44.7,-1,61.1,10.5,0.2
2703,Kyle Lowry,15,1023,14.8,6.3,4.4,42.5,36.8,81.3,18.0,104.6
2704,Jordan Loyd,0,12,2.4,0.5,0.8,44.4,50.0,81.8,16.3,0.2
2705,Al Lucas,0,2,1.0,1.0,-,33.3,-1,-,-,0.0
2706,Jerry Lucas,10,829,17.0,3.3,15.6,49.9,-1,78.3,18.9,98.4
2707,John Lucas,13,928,10.7,7.0,2.3,44.9,30.3,77.6,15.9,53.7
2708,Kalin Lucas,4,2,1.0,0.5,1.5,0.0,0.0,100.0,8.0,0.0
2709,Maurice Lucas,13,1021,14.6,2.4,9.1,47.1,14.3,76.5,16.2,69.0
2710,John Lucas III,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
2711,Ted Luckenbill,1,87,2.3,0.4,1.9,36.7,-1,60.4,8.4,0.4
2712,Tyronn Lue,10,554,8.5,3.1,1.7,43.7,39.1,82.9,13.2,19.7
2713,Jim Luisi,0,31,2.9,1.1,0.8,32.6,-1,65.9,7.7,0.0
2714,Al Lujack,0,5,0.8,0.0,-,12.5,-1,40.0,-,0.0
2715,Phil Lumpkin,1,82,3.3,2.7,1.0,42.4,-1,81.2,10.5,0.7
2716,Ray Lumpp,4,300,8.2,2.2,2.2,36.6,-1,76.7,12.7,15.5
2717,Gabriel Lundberg,0,4,3.3,2.8,1.8,26.3,37.5,-,7.7,0.0
2718,Timothé Luwawu-Cabarrot,5,328,5.9,0.9,2.0,39.1,33.5,82.9,8.6,4.7
2719,Tyler Lydon,1,26,0.9,0.2,0.7,50.0,40.0,33.3,9.1,0.2
2720,Trey Lyles,6,449,7.8,1.1,4.3,44.1,33.8,73.7,13.6,14.5
2721,R.B. Lynam,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2722,George Lynch,11,774,6.6,1.4,5.0,44.6,30.6,65.2,12.8,32.3
2723,Kevin Lynch,1,95,3.3,1.1,1.3,43.6,33.3,72.6,7.7,0.4
2724,Lonnie Lynn,0,52,5.0,0.8,5.0,40.7,0.0,48.6,9.1,0.1
2725,Mike Lynn,1,49,2.6,0.6,1.4,32.9,-1,66.7,4.5,-0.3
2726,Sheldon Mac,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2727,Todd MacCulloch,3,223,6.1,0.5,4.0,54.1,-,64.2,16.9,11.9
2728,Ronnie MacGilvray,0,6,1.3,1.8,1.5,16.7,-1,57.1,8.1,-0.1
2729,Don MacLean,8,319,10.9,1.3,3.8,45.5,28.4,76.5,15.1,9.4
2730,Mike Macaluso,0,30,1.6,0.1,0.8,43.2,-1,58.8,10.2,0.0
2731,Ed Macauley,9,641,17.5,3.2,7.5,43.6,-1,76.1,20.5,100.4
2732,Scott Machado,6,10,1.8,0.9,0.1,58.3,50.0,100.0,13.7,0.0
2733,Arvydas Macijauskas,0,19,2.3,0.3,0.5,34.1,25.0,86.7,8.3,0.0
2734,Ollie Mack,2,128,7.2,1.8,2.5,45.8,0.0,67.4,12.0,2.5
2735,Sam Mack,9,259,7.8,1.3,2.1,40.0,37.4,83.1,12.2,7.4
2736,Shelvin Mack,7,456,6.6,3.1,2.0,42.3,33.0,73.1,12.3,10.3
2737,Malcolm Mackey,0,22,1.5,0.0,1.1,37.8,0.0,50.0,12.6,0.1
2738,Rudy Macklin,2,160,6.4,0.8,2.9,44.9,0.0,77.6,10.0,3.2
2739,Vernon Macklin,0,23,2.0,0.2,1.5,54.3,-,57.1,18.2,0.5
2740,Johnny Macknowski,1,117,7.0,1.1,1.9,31.7,-1,72.7,-,2.7
2741,Daryl Macon,1,12,2.7,0.7,1.0,36.7,46.2,57.1,4.3,-0.1
2742,Mark Macon,7,251,6.7,1.7,1.9,38.4,27.0,73.5,8.9,0.1
2743,J.P. Macura,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2744,Kyle Macy,6,551,9.5,4.0,2.2,50.1,33.7,87.3,14.0,36.0
2745,Jack Maddox,0,1,0.0,1.0,-,-,-1,-,-,0.0
2746,Tito Maddox,0,9,1.2,0.6,0.8,25.0,0.0,62.5,11.2,0.0
2747,Gerald Madkins,4,48,1.7,1.4,0.5,36.6,37.5,76.2,8.7,0.3
2748,Mark Madsen,8,453,2.2,0.4,2.6,45.7,6.3,52.7,8.1,8.2
2749,Norm Mager,0,24,5.2,1.0,2.0,28.2,-1,78.6,-,0.0
2750,Josh Magette,2,26,2.2,2.4,1.0,32.8,34.6,90.0,10.9,0.3
2751,Corey Maggette,13,827,16.0,2.1,4.9,45.3,32.4,82.2,17.9,62.2
2752,Dave Magley,0,14,0.9,0.1,0.7,25.0,0.0,50.0,3.9,-0.1
2753,Jamaal Magloire,11,680,7.2,0.6,6.5,48.0,0.0,63.9,13.5,27.7
2754,Will Magnay,0,1,0.0,0.0,0.0,0.0,0.0,-,-35.1,0.0
2755,Randolph Mahaffey,3,321,11.9,1.6,8.0,44.5,0.0,68.4,12.3,16.7
2756,Ian Mahinmi,12,618,5.2,0.6,4.4,53.3,16.0,61.2,13.0,26.1
2757,John Mahnken,6,414,5.8,1.3,2.9,27.2,-1,65.0,10.1,1.2
2758,Brian Mahoney,0,19,3.1,0.6,0.7,29.8,0.0,60.0,0.3,-0.4
2759,Mo Mahoney,1,8,1.5,0.3,1.1,33.3,-1,80.0,9.5,0.0
2760,Rick Mahorn,18,1117,6.9,1.0,6.2,49.3,13.2,70.4,11.6,51.7
2761,Dan Majerle,13,955,11.4,2.9,4.5,43.1,35.8,74.1,13.8,78.5
2762,Renaldo Major,0,1,5.0,0.0,2.0,20.0,-,50.0,-3.7,-0.1
2763,Thon Maker,4,263,4.6,0.6,2.8,43.5,32.7,68.0,12.0,6.6
2764,Lionel Malamed,0,44,5.9,1.4,-,33.4,-1,83.1,-,1.7
2765,Théo Maledon,1,116,8.8,2.9,2.9,37.1,32.2,76.6,9.0,-0.5
2766,Jeff Malone,12,905,19.0,2.4,2.6,48.4,26.8,87.1,15.2,54.2
2767,Karl Malone,18,1476,25.0,3.6,10.1,51.6,27.4,74.2,23.9,234.6
2768,Moses Malone,20,1455,20.3,1.3,12.3,49.5,9.6,76.0,22.0,179.1
2769,Matt Maloney,6,295,7.4,2.9,1.7,40.8,37.2,79.7,10.6,9.5
2770,Steve Malovic,0,39,2.1,0.7,2.2,46.3,-,66.7,7.2,0.3
2771,Mike Maloy,2,71,6.2,0.7,3.8,42.4,0.0,70.2,12.8,0.9
2772,Sandro Mamukelashvili,0,41,3.8,0.5,2.0,49.6,42.3,81.8,14.7,1.1
2773,Ted Manakas,0,5,2.4,0.4,0.6,40.0,-1,100.0,7.2,0.0
2774,John Mandic,1,81,4.1,1.1,-,31.6,-1,66.0,-,2.4
2775,Karim Mané,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2776,Frank Mangiapane,0,6,0.8,0.0,-,15.4,-1,33.3,-,-0.1
2777,Terance Mann,2,189,7.6,1.9,3.8,49.1,37.9,78.6,13.3,10.0
2778,Tre Mann,0,60,10.4,1.5,2.9,39.3,36.0,79.3,10.2,0.1
2779,Danny Manning,14,883,14.0,2.3,5.2,51.1,20.6,72.9,16.9,55.1
2780,Ed Manning,8,604,5.9,0.8,4.5,44.8,12.5,76.4,10.8,14.6
2781,Guy Manning,1,73,8.3,0.5,4.8,39.0,25.0,57.6,14.1,0.9
2782,Rich Manning,1,55,3.3,0.2,1.7,41.5,40.0,64.3,8.1,-0.3
2783,Nico Mannion,0,30,4.1,2.3,1.5,34.2,36.7,82.1,9.3,0.2
2784,Pace Mannion,5,216,3.1,1.1,1.2,41.3,20.3,66.3,9.4,1.7
2785,Nick Mantis,3,52,4.5,1.8,1.8,36.7,-1,54.9,7.3,-0.8
2786,Pete Maravich,9,658,24.2,5.4,4.2,44.1,66.7,82.0,18.4,46.7
2787,Press Maravich,0,51,4.6,0.1,-,27.2,-1,51.7,-,-0.7
2788,Devyn Marble,1,44,2.2,0.7,1.6,30.4,22.2,37.5,5.5,-0.3
2789,Roy Marble,4,29,1.9,0.4,1.1,25.7,0.0,59.4,4.0,-0.5
2790,Stephon Marbury,12,846,19.3,7.6,3.0,43.3,32.5,78.4,18.7,77.5
2791,Šarūnas Marčiulionis,7,-1,-1,-1,-1,-1,-1,-1,-1,-1
2792,Saul Mariaschin,0,43,7.7,1.4,-,27.0,-1,70.9,-,1.1
2793,Jack Marin,10,849,14.8,2.1,5.2,46.5,-1,84.3,15.2,59.3
2794,Shawn Marion,15,1163,15.2,1.9,8.7,48.4,33.1,81.0,18.8,124.9
2795,Boban Marjanović,6,286,5.9,0.5,3.8,57.4,25.6,76.6,25.5,12.6
2796,Lauri Markkanen,4,282,15.4,1.3,6.8,44.1,36.4,85.0,15.4,16.6
2797,Damir Markota,0,30,1.7,0.2,1.0,36.5,37.5,63.6,5.0,-0.2
2798,Sean Marks,12,230,2.8,0.2,2.2,44.8,20.0,66.5,9.1,2.6
2799,Harvey Marlatt,2,61,3.7,1.5,1.4,37.3,-1,85.0,8.8,-0.1
2800,Jim Marsh,0,39,3.1,0.8,2.2,33.3,-1,69.5,8.6,-0.3
2801,Ricky Marsh,0,60,4.5,1.5,1.3,42.6,-1,69.7,8.4,0.5
2802,Donny Marshall,7,957,11.2,1.4,6.7,43.5,35.0,73.1,16.8,59.0
2803,Donyell Marshall,14,957,11.2,1.4,6.7,43.5,35.0,73.1,16.8,59.0
2804,Kendall Marshall,3,160,5.0,4.9,1.6,39.9,37.0,61.1,10.7,1.0
2805,Naji Marshall,1,87,6.4,1.7,3.3,40.0,26.6,75.6,11.8,1.7
2806,Rawle Marshall,1,63,2.7,0.4,1.0,37.6,23.8,71.6,8.1,0.2
2807,Tom Marshall,4,168,5.7,1.1,2.9,38.8,-1,70.9,13.6,4.1
2808,Vester Marshall,0,13,1.3,0.3,2.8,24.1,-1,42.9,3.4,-0.1
2809,Bill Martin,2,84,4.7,0.7,1.6,44.9,0.0,81.3,10.4,0.3
2810,Bob Martin,1,54,2.1,0.3,2.2,44.1,-,60.8,6.8,0.3
2811,Brian Martin,0,8,0.8,0.0,0.5,42.9,-,0.0,-1.6,-0.1
2812,Caleb Martin,2,243,5.1,0.5,1.9,39.2,37.2,72.9,10.1,3.7
2813,Cartier Martin,6,243,5.1,0.5,1.9,39.2,37.2,72.9,10.1,3.7
2814,Cody Martin,2,171,5.8,2.1,3.5,46.0,32.3,66.0,11.6,6.0
2815,Cuonzo Martin,1,7,1.3,0.4,0.4,25.0,60.0,0.0,4.2,-0.1
2816,Darrick Martin,13,514,6.9,2.9,1.1,38.2,34.0,84.3,12.5,9.6
2817,Dino Martin,1,92,9.1,0.8,-,29.4,-1,63.8,-,1.8
2818,Don Martin,2,137,3.0,0.3,-,28.2,-1,52.3,-,1.3
2819,Fernando Martín,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2820,Jarell Martin,3,184,5.4,0.6,3.5,43.4,34.6,76.6,10.5,3.2
2821,Jeff Martin,1,143,6.7,0.8,2.0,41.7,28.2,69.4,9.3,2.1
2822,Jeremiah Martin,1,143,6.7,0.8,2.0,41.7,28.2,69.4,9.3,2.1
2823,Kelan Martin,2,757,12.3,1.9,6.8,48.3,23.4,62.9,15.0,48.0
2824,Kenyon Martin,14,757,12.3,1.9,6.8,48.3,23.4,62.9,15.0,48.0
2825,Kenyon Martin Jr.,1,757,12.3,1.9,6.8,48.3,23.4,62.9,15.0,48.0
2826,Kevin Martin,11,757,12.3,1.9,6.8,48.3,23.4,62.9,15.0,48.0
2827,LaRue Martin,3,271,5.3,0.7,4.6,41.6,-1,68.5,12.1,1.9
2828,Maurice Martin,1,69,3.0,0.7,0.9,37.8,21.1,59.8,9.3,-0.3
2829,Phil Martin,0,7,1.7,0.9,1.4,26.3,-1,100.0,6.8,-0.1
2830,Slater Martin,10,745,9.8,4.2,3.4,36.4,-1,76.2,11.6,47.5
2831,Whitey Martin,0,66,3.4,1.7,2.4,32.5,-1,67.3,5.4,-0.5
2832,Jamal Mashburn,10,611,19.1,4.0,5.4,41.8,34.5,76.6,15.7,43.7
2833,Al Masino,1,99,4.8,1.8,2.1,34.6,-1,62.5,9.3,3.0
2834,Anthony Mason,13,882,10.9,3.4,8.3,50.9,16.7,70.9,14.6,88.3
2835,Desmond Mason,9,643,12.1,1.6,4.5,44.9,26.0,74.0,12.7,23.1
2836,Frank Mason III,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2837,Roger Mason,11,518,6.3,1.3,1.7,40.8,38.3,86.6,10.9,13.0
2838,Tony Massenburg,14,683,6.2,0.4,4.3,47.0,9.1,70.5,11.9,15.6
2839,Eddie Mast,2,112,2.5,0.5,2.4,38.5,-1,60.4,10.0,0.4
2840,Yante Maten,0,2,1.0,0.0,1.5,25.0,0.0,-,5.7,0.0
2841,Garrison Mathews,2,147,7.5,0.7,2.0,40.5,37.1,83.5,10.7,5.7
2842,Mangok Mathiang,0,4,2.0,0.0,2.5,57.1,-,0.0,18.0,0.1
2843,Dakota Mathias,1,14,3.9,1.0,0.6,38.9,31.3,33.3,9.9,0.2
2844,Johnny Mathis,0,51,3.4,0.5,3.8,37.1,0.0,63.6,7.3,0.3
2845,Wes Matthews,9,465,7.9,4.2,1.3,47.8,22.5,78.8,13.0,11.0
2846,Wesley Matthews,12,465,7.9,4.2,1.3,47.8,22.5,78.8,13.0,11.0
2847,Ariel Maughan,4,259,7.9,1.2,4.0,28.0,-1,71.2,-,4.2
2848,Marlon Maxey,1,98,4.9,0.2,3.7,54.2,0.0,68.5,15.6,2.6
2849,Tyrese Maxey,1,136,13.2,3.2,2.5,47.8,39.6,86.7,15.8,9.2
2850,Jason Maxiell,9,618,5.6,0.4,4.2,49.5,0.0,56.4,13.0,20.3
2851,Cedric Maxwell,10,835,12.5,2.2,6.3,54.6,5.3,78.4,16.4,78.5
2852,Vernon Maxwell,12,855,12.8,3.4,2.6,39.8,32.0,73.3,12.7,27.4
2853,Don May,6,379,8.8,1.0,3.5,45.3,-1,79.8,14.4,11.4
2854,Scott May,6,355,10.4,1.7,4.1,46.2,0.0,81.1,14.2,17.4
2855,Sean May,4,119,6.9,1.0,4.0,45.8,23.1,74.6,14.9,2.6
2856,Lee Mayberry,6,496,5.1,3.6,1.3,41.5,37.7,65.9,10.1,7.9
2857,Clyde Mayes,1,74,4.0,0.5,3.8,44.6,-1,56.7,10.8,0.9
2858,Tharon Mayes,0,24,4.1,1.5,0.7,30.3,36.6,66.7,6.4,-0.4
2859,Bill Mayfield,0,7,2.4,0.1,1.3,44.4,-,50.0,6.8,0.0
2860,Ken Mayfield,0,13,2.8,0.3,0.6,37.0,-1,100.0,7.3,-0.2
2861,Eric Maynor,4,267,4.3,2.8,1.3,39.2,35.0,72.1,10.6,3.3
2862,O.J. Mayo,7,-1,-1,-1,-1,-1,-1,-1,-1,-1
2863,Skylar Mays,1,61,3.3,0.8,1.0,46.9,33.8,88.2,14.5,1.1
2864,Travis Mays,2,115,11.1,2.8,2.0,41.0,36.2,74.9,11.7,2.4
2865,Matt Mazza,0,26,3.8,1.1,-,30.0,-1,71.1,-,0.0
2866,Luc Mbah a Moute,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
2867,Bob McAdoo,13,852,22.1,2.3,9.4,50.3,8.1,75.4,20.7,89.1
2868,James Michael McAdoo,3,111,3.0,0.3,1.7,52.8,29.4,53.4,14.6,2.4
2869,Ken McBride,0,12,9.8,1.2,2.6,32.7,-1,72.4,8.1,-0.4
2870,Miles McBride,0,40,2.2,1.0,1.1,29.6,25.0,66.7,6.1,0.2
2871,Tahjere McCall,0,1,4.0,0.0,1.0,66.7,0.0,0.0,9.6,0.0
2872,Ray McCallum,2,154,6.0,2.4,2.0,40.8,33.5,71.1,11.0,2.1
2873,Bob McCann,8,178,4.2,0.6,2.6,47.9,20.0,57.7,10.2,2.0
2874,Brendan McCann,2,41,1.8,1.6,1.2,20.4,-1,70.0,6.4,-0.6
2875,Mel McCants,0,13,1.7,0.2,0.5,30.8,-,75.0,5.1,0.0
2876,Rashad McCants,3,249,10.0,1.3,2.0,43.1,36.8,74.1,12.9,3.6
2877,Mike McCarron,3,68,9.7,0.9,-,28.0,-1,61.4,-,4.3
2878,Andre McCarter,4,103,3.8,1.7,0.9,43.1,25.0,72.5,10.4,1.1
2879,Willie McCarter,2,155,7.0,2.0,1.6,40.2,-1,65.6,8.8,-1.0
2880,Johnny McCarthy,7,316,7.8,3.7,3.6,35.3,-1,62.2,8.8,4.7
2881,Howie McCarty,0,19,1.1,0.1,-,12.2,-1,10.0,-,-1.1
2882,Kelly McCarty,0,2,2.0,0.0,1.5,66.7,-,-,31.7,0.0
2883,Walter McCarty,9,593,5.2,1.1,2.6,39.2,34.6,69.8,10.1,13.7
2884,Amal McCaskill,7,114,1.8,0.3,1.9,37.7,0.0,60.9,7.7,0.5
2885,Patrick McCaw,4,199,3.8,1.4,1.6,42.0,30.5,78.5,7.8,4.4
2886,Dwayne McClain,0,45,3.5,1.5,0.7,38.3,11.1,51.4,8.3,-0.3
2887,Ted McClain,7,555,8.4,3.4,2.9,44.9,21.8,76.7,12.5,21.2
2888,Dan McClintock,0,6,3.0,0.2,2.8,50.0,-,0.0,9.9,0.0
2889,Jack McCloskey,0,1,6.0,1.0,3.0,33.3,-1,-,7.8,0.0
2890,George McCloud,12,766,9.0,2.3,3.1,40.2,35.8,81.0,12.7,24.6
2891,Mac McClung,0,2,4.0,0.5,1.5,50.0,33.3,100.0,5.2,0.0
2892,CJ McCollum,8,590,19.2,3.5,3.5,45.5,39.6,81.0,17.6,40.3
2893,John McConathy,0,11,1.3,0.7,1.8,13.8,-1,42.9,1.7,-0.5
2894,Bucky McConnell,0,14,4.9,2.9,2.4,38.0,-1,48.3,11.6,0.5
2895,T.J. McConnell,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
2896,Keith McCord,0,2,2.0,0.5,1.0,50.0,-,-,7.9,0.0
2897,Tim McCormick,7,483,8.3,1.0,4.9,53.5,6.3,70.3,12.8,21.5
2898,Jelani McCoy,9,260,4.6,0.5,3.5,53.9,-,49.0,12.6,5.1
2899,Paul McCracken,4,37,4.3,0.9,2.0,45.0,-1,59.6,11.0,0.5
2900,Chris McCray,0,5,0.0,0.0,0.0,0.0,-,-,-20.7,-0.1
2901,Rodney McCray,9,768,11.7,3.6,6.6,50.3,26.0,76.1,14.4,56.0
2902,Scooter McCray,3,77,2.9,1.0,2.5,42.3,-,61.1,8.3,0.4
2903,Erik McCree,0,4,0.0,0.0,0.3,0.0,0.0,-,-8.9,-0.1
2904,Chris McCullough,2,59,3.3,0.3,1.9,42.6,30.6,54.8,13.2,0.6
2905,John McCullough,0,8,2.6,0.4,0.5,69.2,-,60.0,30.7,0.1
2906,Clint McDaniel,0,12,2.5,0.6,0.8,34.8,33.3,75.0,15.6,0.2
2907,Xavier McDaniel,12,870,15.6,2.0,6.1,48.5,26.1,71.8,16.1,47.8
2908,Jaden McDaniels,1,118,6.6,1.1,3.4,47.5,35.9,73.2,11.9,3.4
2909,Jalen McDaniels,2,118,6.6,1.1,3.4,47.5,35.9,73.2,11.9,3.4
2910,Jim McDaniels,6,271,10.0,1.1,6.5,46.6,-,72.0,16.8,9.1
2911,K.J. McDaniels,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2912,Doug McDermott,7,527,9.2,0.9,2.3,47.6,40.9,82.0,11.9,19.2
2913,Sean McDermott,0,18,2.2,0.2,1.1,39.4,22.7,100.0,7.2,0.2
2914,Ben McDonald,3,176,6.0,1.3,3.2,46.8,22.7,72.7,8.3,2.5
2915,Glenn McDonald,2,146,4.2,0.7,1.5,40.0,-1,73.2,10.3,1.1
2916,Michael McDonald,0,1,0.0,0.0,1.0,-,-,-,-22.1,-0.1
2917,Roderick McDonald,2,87,3.2,0.5,2.3,44.8,37.5,70.4,15.2,1.1
2918,Hank McDowell,5,206,2.9,0.5,2.3,45.1,0.0,71.0,10.0,2.0
2919,Antonio McDyess,15,1015,12.0,1.3,7.5,49.7,11.7,67.0,17.2,69.8
2920,Jim McElroy,6,418,9.9,3.5,2.0,46.8,20.6,76.4,12.9,14.0
2921,Patrick McFarland,2,148,6.4,1.5,2.0,45.8,26.2,77.1,13.3,2.4
2922,Ivan McFarlin,0,11,1.4,0.1,1.0,38.5,0.0,71.4,12.2,0.1
2923,Mel McGaha,0,51,3.5,1.0,-,31.8,-1,59.1,-,1.5
2924,Mitch McGary,1,52,4.4,0.3,3.5,52.7,0.0,58.0,15.4,1.3
2925,JaVale McGee,13,821,8.0,0.4,5.3,57.6,18.2,60.5,19.6,42.4
2926,Mike McGee,8,520,9.6,1.2,2.1,48.7,35.4,59.7,14.0,15.1
2927,Bill McGill,7,295,10.5,1.1,4.4,51.4,-,70.1,19.0,16.9
2928,George McGinnis,10,842,20.2,3.7,11.0,45.8,27.3,66.4,20.0,74.6
2929,Jon McGlocklin,10,792,11.6,2.9,2.4,48.9,-1,84.5,13.6,47.1
2930,Tracy McGrady,14,938,19.6,4.4,5.6,43.5,33.8,74.6,22.1,97.3
2931,Gil McGregor,0,42,4.1,0.4,3.5,36.3,-1,69.6,6.8,-0.4
2932,Cameron McGriff,0,3,4.7,1.0,5.0,35.7,33.3,100.0,12.5,0.1
2933,Elton McGriff,1,56,6.0,0.2,4.6,47.7,0.0,59.2,12.8,1.6
2934,Rodney McGruder,5,285,5.8,1.2,2.8,42.1,35.2,65.8,9.5,8.3
2935,Alfred McGuire,3,191,4.0,1.9,2.2,37.9,-1,55.1,11.1,5.5
2936,Allie McGuire,0,191,4.0,1.9,2.2,37.9,-1,55.1,11.1,5.5
2937,Dick McGuire,10,738,8.0,5.7,4.2,38.9,-1,64.4,15.6,50.9
2938,Dominic McGuire,5,342,2.7,1.2,3.4,41.9,18.8,65.8,9.8,4.1
2939,Kevin McHale,12,971,17.9,1.7,7.3,55.4,26.1,79.8,20.0,113.0
2940,Maurice McHartley,2,189,12.4,3.4,3.2,40.2,18.8,74.6,9.4,5.0
2941,Jim McIlvaine,6,401,2.7,0.3,3.1,44.6,10.0,55.1,10.0,9.4
2942,Jeff McInnis,11,576,9.4,4.4,2.0,43.1,32.8,79.6,12.6,23.1
2943,Kenny McIntosh,3,177,5.3,1.0,3.9,36.1,-1,58.1,6.8,-1.5
2944,Bob McIntyre,2,28,7.1,0.6,4.3,37.4,25.0,57.6,9.3,-0.1
2945,Jerry McKee,0,1,0.0,0.0,0.0,0.0,-,-,-29.8,0.0
2946,Kevin McKenna,6,243,5.4,1.4,1.3,41.4,36.7,81.9,10.5,4.0
2947,Forrest McKenzie,0,6,2.8,0.2,1.2,25.0,50.0,100.0,-2.2,-0.2
2948,Stan McKenzie,6,396,9.0,1.5,2.8,44.4,-1,80.2,13.2,14.5
2949,Derrick McKey,14,937,11.0,2.4,4.7,48.6,31.6,77.9,13.9,61.8
2950,Aaron McKie,12,793,7.4,2.7,3.3,43.8,35.0,77.9,12.8,40.0
2951,Billy McKinney,7,476,8.0,3.5,1.4,49.3,6.3,82.0,13.7,15.6
2952,Bones McKinney,5,318,9.4,1.6,3.5,29.8,-1,71.1,9.5,15.4
2953,Carlton McKinney,2,9,2.4,0.8,1.4,24.4,0.0,50.0,-0.1,-0.3
2954,Trey McKinney-Jones,0,1,0.0,0.0,0.0,-,-,-,0.0,0.0
2955,Alfonzo McKinnie,4,182,4.0,0.3,2.5,46.7,32.6,58.3,10.4,3.1
2956,JaQuori McLaughlin,0,4,0.0,0.5,0.0,0.0,0.0,-,-2.9,0.0
2957,Jordan McLaughlin,2,143,5.0,3.5,1.8,44.4,35.2,72.5,13.6,5.1
2958,Ben McLemore,8,556,9.0,1.0,2.3,41.4,36.3,78.0,9.8,9.0
2959,McCoy McLemore,7,580,8.8,1.3,5.5,39.4,-1,77.1,12.2,9.5
2960,George McLeod,0,10,1.2,0.4,2.1,12.5,-1,53.3,2.9,-0.2
2961,Keith McLeod,3,200,5.5,2.7,1.3,35.7,28.2,80.0,9.6,1.9
2962,Roshown McLeod,2,113,7.2,1.1,2.7,40.9,11.1,81.9,10.1,0.2
2963,Jack McMahon,7,524,8.1,3.7,2.7,33.7,-1,63.7,9.6,6.2
2964,Nate McMillan,11,796,5.9,6.1,4.0,44.3,34.3,65.0,14.5,50.2
